"ATD_SIGNAL_ID","SIGNAL_TYPE","LOCATION_NAME","PRIMARY_ST","CROSS_ST","CONTROL","ATD_LOCATION_ID","COA_INTERSECTION_ID","COUNCIL_DISTRICT","CROSS_ST_AKA","CROSS_ST_SEGMENT_ID","JURISDICTION","LANDMARK","PRIMARY_ST_AKA","PRIMARY_ST_SEGMENT_ID","SIGNAL_ENG_AREA","GEOCODE","GEOCODE: Street 1","GEOCODE: Street 2","GEOCODE: City","GEOCODE: State","GEOCODE: Zip","GEOCODE: Country","GEOCODE: Latitude","GEOCODE: Longitude","MASTER_SIGNAL_ID","SIGNAL_STATUS","IP_SWITCH","IP_CONTROL","SWITCH_COMM"
"299","TRAFFIC","W 6TH ST / NUECES ST","W 6TH ST","NUECES ST","MASTER","292","5156096","9","","2018622","AUSTIN FULL PURPOSE","","","2018623","CENTRAL","515-599 West 6th Street Austin, Texas 78701","515-599 West 6th Street","","Austin","Texas","78701","United States","30.2696285","-97.7484207","","TURNED_ON","1","1","Both"
"300","TRAFFIC","W 6TH ST / GUADALUPE ST","W 6TH ST","GUADALUPE ST","MASTER","293","5156452","9","","2018658","AUSTIN FULL PURPOSE","","","2018659","CENTRAL","300-398 West 6th Street Austin, Texas 78701","300-398 West 6th Street","","Austin","Texas","78701","United States","30.2690239","-97.7462616","","TURNED_ON","1","1","Both"
"301","TRAFFIC","W 6TH ST / LAVACA ST","W 6TH ST","LAVACA ST","MASTER","294","5156605","9","","2018680","AUSTIN FULL PURPOSE","","","2018681","CENTRAL","599 Lavaca Street Austin, Texas 78701","599 Lavaca Street","","Austin","Texas","78701","United States","30.2687168","-97.7452011","","TURNED_ON","1","1","Both"
"302","TRAFFIC","W 6TH ST / COLORADO ST","W 6TH ST","COLORADO ST","MASTER","295","5156764","9","","2018710","AUSTIN FULL PURPOSE","","","2018711","CENTRAL","123 West 6th Street Austin, Texas 78701","123 West 6th Street","","Austin","Texas","78701","United States","30.2684174","-97.7441254","","TURNED_ON","1","1","Both"
"303","TRAFFIC","W 6TH ST / CONGRESS AVE","W 6TH ST","CONGRESS AVE","MASTER","296","5156982","9","","2018731","AUSTIN FULL PURPOSE","","","2018732","CENTRAL","600 Congress Avenue Austin, Texas 78701","600 Congress Avenue","","Austin","Texas","78701","United States","30.2680664","-97.7428131","","TURNED_ON","1","1","Both"
"304","TRAFFIC","E 6TH ST / BRAZOS ST","E 6TH ST","BRAZOS ST","MASTER","297","5157185","9","","2018757","AUSTIN FULL PURPOSE","","","2018758","CENTRAL","204 East 6th Street Austin, Texas 78701","204 East 6th Street","","Austin","Texas","78701","United States","30.267683","-97.7414551","","TURNED_ON","1","1","Both"
"305","TRAFFIC","E 6TH ST / SAN JACINTO BLVD","E 6TH ST","SAN JACINTO BLVD","MASTER","298","5157344","9","","2018780","AUSTIN FULL PURPOSE","","","2018781","CENTRAL","300 Old Pecan Street Austin, Texas 78701","300 Old Pecan Street","","Austin","Texas","78701","United States","30.267395","-97.7403717","","TURNED_ON","1","1","Both"
"306","TRAFFIC","E 6TH ST / TRINITY ST","E 6TH ST","TRINITY ST","MASTER","299","5157486","9","","2018796","AUSTIN FULL PURPOSE","","","2018797","CENTRAL","601 Trinity Street Austin, Texas 78701","601 Trinity Street","","Austin","Texas","78701","United States","30.2670689","-97.7393341","","TURNED_ON","1","1","Both"
"307","TRAFFIC","E 6TH ST / NECHES ST","E 6TH ST","NECHES ST","MASTER","300","5157663","9","","2018815","AUSTIN FULL PURPOSE","","","2018816","CENTRAL","502 Old Pecan Street Austin, Texas 78701","502 Old Pecan Street","","Austin","Texas","78701","United States","30.2667828","-97.7382431","","TURNED_ON","1","1","Both"
"308","TRAFFIC","E 6TH ST / RED RIVER ST","E 6TH ST","RED RIVER ST","MASTER","301","5157835","9","","2018837","AUSTIN FULL PURPOSE","","","2018838","CENTRAL","599 East 6th Street Austin, Texas 78701","599 East 6th Street","","Austin","Texas","78701","United States","30.2664757","-97.7371902","","TURNED_ON","1","1","Both"
"309","TRAFFIC","W 5TH ST / WEST AVE","W 5TH ST","WEST AVE","MASTER","302","5155711","9","","2018644","AUSTIN FULL PURPOSE","","","2018666","CENTRAL","453-499 West Avenue Austin, Texas 78701","453-499 West Avenue","","Austin","Texas","78701","United States","30.26931","-97.7509537","","TURNED_ON","1","1","Both"
"310","TRAFFIC","W 5TH ST / NUECES ST","W 5TH ST","NUECES ST","MASTER","303","5156046","9","","2018695","AUSTIN FULL PURPOSE","","","2018696","CENTRAL","463-499 Nueces Street Austin, Texas 78701","463-499 Nueces Street","","Austin","Texas","78701","United States","30.2686787","-97.7487793","","TURNED_ON","1","1","Both"
"311","TRAFFIC","N PLEASANT VALLEY RD / WEBBERVILLE RD","N PLEASANT VALLEY RD","WEBBERVILLE RD","MASTER","304","5161161","3","","2018925","AUSTIN FULL PURPOSE","","","2018882","CENTRAL","848-852 North Pleasant Valley Road Austin, Texas 78702","848-852 North Pleasant Valley Road","","Austin","Texas","78702","United States","30.2653866","-97.7090378","","TURNED_ON","0","0","Both"
"312","TRAFFIC","W 5TH ST / LAVACA ST","W 5TH ST","LAVACA ST","MASTER","305","5156555","9","","2018754","AUSTIN FULL PURPOSE","","","2018755","CENTRAL","219 West 5th Street Austin, Texas 78701","219 West 5th Street","","Austin","Texas","78701","United States","30.2677956","-97.7455444","","TURNED_ON","1","1","Both"
"313","TRAFFIC","W 5TH ST / COLORADO ST","W 5TH ST","COLORADO ST","MASTER","306","5156720","9","","2018778","AUSTIN FULL PURPOSE","","","2018779","CENTRAL","109-199 West 5th Street Austin, Texas 78701","109-199 West 5th Street","","Austin","Texas","78701","United States","30.267477","-97.7444687","","TURNED_ON","1","1","Both"
"314","TRAFFIC","W 5TH ST / CONGRESS AVE","W 5TH ST","CONGRESS AVE","MASTER","307","5156914","9","","2018800","AUSTIN FULL PURPOSE","","","2018801","CENTRAL","101 West 5th Street Austin, Texas 78701","101 West 5th Street","","Austin","Texas","78701","United States","30.2671185","-97.7431717","","TURNED_ON","1","1","Both"
"315","TRAFFIC","E 5TH ST / BRAZOS ST","E 5TH ST","BRAZOS ST","MASTER","308","5157141","9","","2018824","AUSTIN FULL PURPOSE","","","2018825","CENTRAL","200 East 5th Street Austin, Texas 78701","200 East 5th Street","","Austin","Texas","78701","United States","30.2667561","-97.7418365","","TURNED_ON","1","1","Both"
"316","TRAFFIC","E 5TH ST / SAN JACINTO BLVD","E 5TH ST","SAN JACINTO BLVD","MASTER","309","5157298","9","","2018848","AUSTIN FULL PURPOSE","","","2018849","CENTRAL","301 East 5th Street Austin, Texas 78701","301 East 5th Street","","Austin","Texas","78701","United States","30.2664375","-97.7407303","","TURNED_ON","1","1","Both"
"317","TRAFFIC","E 5TH ST / TRINITY ST","E 5TH ST","TRINITY ST","MASTER","310","5157443","9","","2018867","AUSTIN FULL PURPOSE","","","2018868","CENTRAL","401 East 5th Street Austin, Texas 78701","401 East 5th Street","","Austin","Texas","78701","United States","30.2661324","-97.7396774","","TURNED_ON","1","1","Both"
"318","TRAFFIC","E 5TH ST / NECHES ST","E 5TH ST","NECHES ST","MASTER","311","5157615","9","","2018886","AUSTIN FULL PURPOSE","","","2018887","CENTRAL","500 East 5th Street Austin, Texas 78701","500 East 5th Street","","Austin","Texas","78701","United States","30.2658424","-97.7385864","","TURNED_ON","1","1","Both"
"319","TRAFFIC","E 5TH ST / RED RIVER ST","E 5TH ST","RED RIVER ST","MASTER","312","5157789","9","","2018911","AUSTIN FULL PURPOSE","","","2018912","CENTRAL","600-698 East 5th Street Austin, Texas 78701","600-698 East 5th Street","","Austin","Texas","78701","United States","30.2655354","-97.7374878","","TURNED_ON","1","1","Both"
"320","TRAFFIC","CONGRESS AVE / W 4TH ST","CONGRESS AVE","W 4TH ST","MASTER","313","5156875","9","","2018866","AUSTIN FULL PURPOSE","","","2018865","CENTRAL","100-150 West 4th Street Austin, Texas 78701","100-150 West 4th Street","","Austin","Texas","78701","United States","30.2662086","-97.7434998","","TURNED_ON","1","1","Both"
"321","TRAFFIC","W 5TH ST / GUADALUPE ST","W 5TH ST","GUADALUPE ST","MASTER","314","5156387","9","","2018737","AUSTIN FULL PURPOSE","","","2018738","CENTRAL","449-499 Guadalupe Street Austin, Texas 78701","449-499 Guadalupe Street","","Austin","Texas","78701","United States","30.2680931","-97.7466354","","TURNED_ON","1","1","Both"
"322","TRAFFIC","PEARCE LN / ROSS RD","PEARCE LN","ROSS RD","MASTER","315","5168019","2","","2037051","AUSTIN FULL PURPOSE","","","2027407","SOUTH","Ross Road Austin, Texas 78617","Ross Road","","Austin","Texas","78617","United States","30.1694298","-97.6231079","","TURNED_ON","1","1","Both"
"323","TRAFFIC","WEST GATE BLVD / S LAMAR BLVD SVRD SB","WEST GATE BLVD","S LAMAR BLVD SVRD SB","SLAVE","316","5150345","5","","2026528","AUSTIN FULL PURPOSE","","","2024061","SOUTH","4545 South Lamar Boulevard Austin, Texas 78745","4545 South Lamar Boulevard","","Austin","Texas","78745","United States","30.2329502","-97.8007278","","TURNED_ON","1","1","Both"
"324","TRAFFIC","WEST GATE BLVD / S LAMAR BLVD SVRD NB","WEST GATE BLVD","S LAMAR BLVD SVRD NB","MASTER","317","5150362","5","","3212678","AUSTIN FULL PURPOSE","","","2024149","SOUTH","4407 West Gate Boulevard Austin, Texas 78745","4407 West Gate Boulevard","","Austin","Texas","78745","United States","30.2319736","-97.8005447","","TURNED_ON","1","1","Both"
"325","TRAFFIC","GUADALUPE ST / W 4TH ST","GUADALUPE ST","W 4TH ST","MASTER","318","5156339","9","","2018803","AUSTIN FULL PURPOSE","","","2018802","CENTRAL","304 West 4th Street Austin, Texas 78701","304 West 4th Street","","Austin","Texas","78701","United States","30.2671833","-97.7469635","","TURNED_ON","1","1","Both"
"326","TRAFFIC","COLORADO ST / W 2ND ST","COLORADO ST","W 2ND ST","MASTER","319","5156573","9","","2018990","AUSTIN FULL PURPOSE","","","2018989","CENTRAL","184-198 West 2nd Street Austin, Texas 78701","184-198 West 2nd Street","","Austin","Texas","78701","United States","30.2646828","-97.7455139","","TURNED_ON","1","1","Both"
"327","TRAFFIC","W 38TH ST / WEST AVE","W 38TH ST","WEST AVE","MASTER","320","5157054","9","","2016403","AUSTIN FULL PURPOSE","","","2016353","CENTRAL","3700-3798 West Avenue Austin, Texas 78705","3700-3798 West Avenue","","Austin","Texas","78705","United States","30.3044243","-97.7414322","","TURNED_ON","1","1","Both"
"328","TRAFFIC","CONGRESS AVE / W 3RD ST","CONGRESS AVE","W 3RD ST","MASTER","321","5156812","9","","2018944","AUSTIN FULL PURPOSE","","","2018943","CENTRAL","298 Congress Avenue Austin, Texas 78701","298 Congress Avenue","","Austin","Texas","78701","United States","30.2652397","-97.743866","","TURNED_ON","1","1","Both"
"329","TRAFFIC","W 6TH ST / BLANCO ST","W 6TH ST","BLANCO ST","MASTER","322","5154932","9","","2021005","AUSTIN FULL PURPOSE","","","2021006","CENTRAL","1200 West 6th Street Austin, Texas 78703","1200 West 6th Street","","Austin","Texas","78703","United States","30.2727489","-97.7571259","","TURNED_ON","1","1","Both"
"330","TRAFFIC","E 12TH ST / N IH 35 SVRD SB","E 12TH ST","N IH 35 SVRD SB","MASTER","323","5158498","1","","2018441","AUSTIN FULL PURPOSE","","","2018440","CENTRAL","1200 North Interstate 35 Frontage Road Austin, Texas 78701","1200 North Interstate 35 Frontage Road","","Austin","Texas","78701","United States","30.2718334","-97.7327881","","TURNED_ON","1","1","Both"
"331","TRAFFIC","N IH 35 SVRD SB / E 11TH ST","N IH 35 SVRD SB","E 11TH ST","SLAVE","324","5158444","1","","2018525","AUSTIN FULL PURPOSE","","","2018524","CENTRAL","1098 North Interstate 35 Frontage Road Austin, Texas 78701","1098 North Interstate 35 Frontage Road","","Austin","Texas","78701","United States","30.2705593","-97.7332916","","TURNED_ON","1","1","Both"
"332","TRAFFIC","LAVACA ST / W 3RD ST","LAVACA ST","W 3RD ST","MASTER","325","5156460","9","","2018893","AUSTIN FULL PURPOSE","","","2018892","CENTRAL","300-308 Lavaca Street Austin, Texas 78701","300-308 Lavaca Street","","Austin","Texas","78701","United States","30.2659302","-97.7462463","","TURNED_ON","1","1","Both"
"333","TRAFFIC","S 1ST ST / POWELL CIR","S 1ST ST","POWELL CIR","MASTER","326","5154173","3","","2024016","AUSTIN FULL PURPOSE","","","2023992","SOUTH","3006-3018 South 1st Street Austin, Texas 78704","3006-3018 South 1st Street","","Austin","Texas","78704","United States","30.2352734","-97.7639542","","TURNED_ON","1","0","Both"
"334","TRAFFIC","E 8TH ST / N IH 35 SVRD SB","E 8TH ST","N IH 35 SVRD SB","SLAVE","327","5158312","1","","2018808","AUSTIN FULL PURPOSE","","","2047464","CENTRAL","609 East 8th Street Elgin, Texas 78621","609 East 8th Street","","Elgin","Texas","78621","United States","30.267725","-97.7342987","","TURNED_ON","1","1","Both"
"335","TRAFFIC","E 7TH ST / N IH 35 SVRD SB","E 7TH ST","N IH 35 SVRD SB","MASTER","328","5158252","9","","2018808","AUSTIN FULL PURPOSE","","","2018809","CENTRAL","738-798 East 7th Street Austin, Texas 78702","738-798 East 7th Street","","Austin","Texas","78702","United States","30.2668209","-97.7346649","","TURNED_ON","1","1","Both"
"336","TRAFFIC","E 6TH ST / N IH 35 SVRD SB","E 6TH ST","N IH 35 SVRD SB","SLAVE","329","5158201","9","","2018884","AUSTIN FULL PURPOSE","","","2041178","CENTRAL","723 East 6th Street Austin, Texas 78701","723 East 6th Street","","Austin","Texas","78701","United States","30.2658806","-97.7350006","","TURNED_ON","1","1","Both"
"337","TRAFFIC","E RIVERSIDE DR / FARO DR","E RIVERSIDE DR","FARO DR","MASTER","330","5160906","3","","2022879","AUSTIN FULL PURPOSE","","","2022880","SOUTH","1900 Faro Drive Austin, Texas 78741","1900 Faro Drive","","Austin","Texas","78741","United States","30.2295113","-97.7126312","","TURNED_ON","1","1","Both"
"338","TRAFFIC","E HOWARD LN / HARRIS RIDGE BLVD","E HOWARD LN","HARRIS RIDGE BLVD","MASTER","331","5166272","7","","2006408","AUSTIN FULL PURPOSE","","","2038310","NORTH","13500 Harris Ridge Boulevard Pflugerville, Texas 78660","13500 Harris Ridge Boulevard","","Pflugerville","Texas","78660","United States","30.4095459","-97.6486282","","TURNED_ON","1","1","Both"
"339","TRAFFIC","E 15TH ST / N IH 35 SVRD NB","E 15TH ST","N IH 35 SVRD NB","SLAVE","332","5158701","1","","2018270","AUSTIN FULL PURPOSE","","","2018267","CENTRAL","1501-1523 North Interstate 35 Frontage Road Austin, Texas 78702","1501-1523 North Interstate 35 Frontage Road","","Austin","Texas","78702","United States","30.2746105","-97.7309799","","TURNED_ON","1","1","Both"
"340","TRAFFIC","E 12TH ST / N IH 35 SVRD NB","E 12TH ST","N IH 35 SVRD NB","SLAVE","333","5158606","1","","2018433","AUSTIN FULL PURPOSE","","","2018432","CENTRAL","1199 North Interstate 35 Frontage Road Austin, Texas 78702","1199 North Interstate 35 Frontage Road","","Austin","Texas","78702","United States","30.2718697","-97.7318878","","TURNED_ON","1","1","Both"
"341","TRAFFIC","E 11TH ST / N IH 35 SVRD NB","E 11TH ST","N IH 35 SVRD NB","MASTER","334","5158544","1","","2018540","AUSTIN FULL PURPOSE","","","2018530","CENTRAL","800-838 East 11th Street Austin, Texas 78702","800-838 East 11th Street","","Austin","Texas","78702","United States","30.2703285","-97.7324753","","TURNED_ON","1","1","Both"
"342","TRAFFIC","E RUNDBERG LN / NORTH CREEK DR","E RUNDBERG LN","NORTH CREEK DR","MASTER","335","5162743","4","","2010846","AUSTIN FULL PURPOSE","","","2012329","NORTH","9405 North Creek Drive Austin, Texas 78753","9405 North Creek Drive","","Austin","Texas","78753","United States","30.3600388","-97.6917953","","TURNED_ON","0","0","Both"
"343","TRAFFIC","ESCARPMENT BLVD / CONVICT HILL RD","ESCARPMENT BLVD","CONVICT HILL RD","MASTER","336","5144668","8","","2024329","AUSTIN FULL PURPOSE","","","2024328","SOUTH","6100 Convict Hill Road Austin, Texas 78749","6100 Convict Hill Road","","Austin","Texas","78749","United States","30.2257957","-97.86866","","TURNED_ON","0","0","None"
"344","TRAFFIC","S PLEASANT VALLEY RD / E STASSNEY LN","S PLEASANT VALLEY RD","E STASSNEY LN","MASTER","337","5157006","2","","2023381","AUSTIN FULL PURPOSE","","","2023382","SOUTH","4620-4630 East Stassney Lane Austin, Texas 78744","4620-4630 East Stassney Lane","","Austin","Texas","78744","United States","30.193985","-97.7446823","","TURNED_ON","1","0","Both"
"345","TRAFFIC","E 7TH ST / N IH 35 SVRD NB","E 7TH ST","N IH 35 SVRD NB","SLAVE","338","5158375","3","","2018823","AUSTIN FULL PURPOSE","","","2018843","CENTRAL","699 North Interstate 35 Frontage Road Austin, Texas 78702","699 North Interstate 35 Frontage Road","","Austin","Texas","78702","United States","30.266571","-97.7338562","","TURNED_ON","1","1","Both"
"346","TRAFFIC","N IH 35 SVRD NB / E 6TH ST","N IH 35 SVRD NB","E 6TH ST","MASTER","339","5158331","3","","2018914","AUSTIN FULL PURPOSE","","","2018896","CENTRAL","805 East 6th Street Austin, Texas 78702","805 East 6th Street","","Austin","Texas","78702","United States","30.2656364","-97.7341995","","TURNED_ON","1","1","Both"
"347","TRAFFIC","GRACY FARMS LN / N MOPAC EXPY SVRD NB","GRACY FARMS LN","N MOPAC EXPY SVRD NB","MASTER","340","5160189","7","","2006448","AUSTIN FULL PURPOSE","","","3502938","NORTH","12012 Mopac Service Road Austin, Texas 78759","12012 Mopac Service Road","","Austin","Texas","78759","United States","30.4073753","-97.7142792","","TURNED_ON","1","1","Both"
"348","TRAFFIC","METRIC BLVD / STONEHOLLOW DR","METRIC BLVD","STONEHOLLOW DR","MASTER","341","5161407","7","","2039384","AUSTIN FULL PURPOSE","","","2006608","NORTH","11952 Sunhillow Bend Austin, Texas 78758","11952 Sunhillow Bend","","Austin","Texas","78758","United States","30.4005661","-97.7029953","","TURNED_ON","0","0","Both"
"349","TRAFFIC","GRACY FARMS LN / STONEHOLLOW DR","GRACY FARMS LN","STONEHOLLOW DR","MASTER","342","5160930","7","","2039384","AUSTIN FULL PURPOSE","","","2006588","NORTH","2098 Gracy Farms Lane Austin, Texas 78758","2098 Gracy Farms Lane","","Austin","Texas","78758","United States","30.4005775","-97.7077255","","TURNED_ON","0","0","None"
"350","TRAFFIC","E 7TH ST / ATTAYAC ST","E 7TH ST","ATTAYAC ST","MASTER","343","5158993","1","","2019007","AUSTIN FULL PURPOSE","","","2018936","CENTRAL","1216 East 7th Street Austin, Texas 78702","1216 East 7th Street","","Austin","Texas","78702","United States","30.2650185","-97.7290802","","TURNED_ON","1","1","Both"
"351","TRAFFIC","E 7TH ST / COMAL ST","E 7TH ST","COMAL ST","MASTER","344","5159325","1","","2019011","AUSTIN FULL PURPOSE","","","2019012","CENTRAL","1507-1599 East 7th Street Austin, Texas 78702","1507-1599 East 7th Street","","Austin","Texas","78702","United States","30.2639542","-97.7261353","","TURNED_ON","1","1","Both"
"352","TRAFFIC","E 7TH ST / CHICON ST","E 7TH ST","CHICON ST","MASTER","345","5159761","3","","2019104","AUSTIN FULL PURPOSE","","","2019105","CENTRAL","701-765 Chicon Street Austin, Texas 78702","701-765 Chicon Street","","Austin","Texas","78702","United States","30.2625771","-97.7221146","","TURNED_ON","1","1","Both"
"353","TRAFFIC","E 7TH ST / PROSPECT AVE","E 7TH ST","PROSPECT AVE","MASTER","346","5160282","3","","2019158","AUSTIN FULL PURPOSE","","","2019159","CENTRAL","2219-2223 East 7th Street Austin, Texas 78702","2219-2223 East 7th Street","","Austin","Texas","78702","United States","30.2614746","-97.7174606","","TURNED_ON","1","1","Both"
"354","TRAFFIC","E 7TH ST / PEDERNALES ST","E 7TH ST","PEDERNALES ST","MASTER","347","5160710","3","","2019179","AUSTIN FULL PURPOSE","","","2019194","CENTRAL","2500 East 7th Street Austin, Texas 78702","2500 East 7th Street","","Austin","Texas","78702","United States","30.2609138","-97.7137146","","TURNED_ON","1","1","Both"
"355","TRAFFIC","E 7TH ST / N PLEASANT VALLEY RD","E 7TH ST","N PLEASANT VALLEY RD","MASTER","348","5161138","3","","2041261","AUSTIN FULL PURPOSE","","","2019219","CENTRAL","664-698 North Pleasant Valley Road Austin, Texas 78702","664-698 North Pleasant Valley Road","","Austin","Texas","78702","United States","30.2601261","-97.7094955","","TURNED_ON","1","1","Both"
"356","TRAFFIC","E 6TH ST / COMAL ST","E 6TH ST","COMAL ST","MASTER","349","5159294","3","","2019082","AUSTIN FULL PURPOSE","","","2019083","CENTRAL","602 Comal Street Austin, Texas 78702","602 Comal Street","","Austin","Texas","78702","United States","30.2630692","-97.7265396","","TURNED_ON","1","1","Both"
"357","TRAFFIC","CHICON ST / E 6TH ST","CHICON ST","E 6TH ST","MASTER","350","5159725","3","","2019150","AUSTIN FULL PURPOSE","","","2019149","CENTRAL","601-609 Chicon Street Austin, Texas 78702","601-609 Chicon Street","","Austin","Texas","78702","United States","30.261694","-97.7225113","","TURNED_ON","1","1","Both"
"358","TRAFFIC","W HOWARD LN / CENTER LINE PASS","W HOWARD LN","CENTER LINE PASS","UNKNOWN","351","5165234","7","","3212782","AUSTIN FULL PURPOSE","","","3359662","NORTH","The Lakes Boulevard Austin, Texas 78753","The Lakes Boulevard","","Austin","Texas","78753","United States","30.421793","-97.6658249","","TURNED_ON","1","1","Both"
"359","TRAFFIC","GRAND AVENUE PKWY / CENTRAL COMMERCE DR","GRAND AVENUE PKWY","CENTRAL COMMERCE DR","UNKNOWN","352","5165528","0","","2005028","AUSTIN 2 MILE ETJ","","","2005033","NORTH","16101 Central Commerce Drive Pflugerville, Texas 78660","16101 Central Commerce Drive","","Pflugerville","Texas","78660","United States","30.4559536","-97.6599274","","TURNED_ON","0","0","None"
"360","TRAFFIC","E 2ND ST / ROBERT T MARTINEZ JR ST","E 2ND ST","ROBERT T MARTINEZ JR ST","MASTER","353","5159987","3","","2019404","AUSTIN FULL PURPOSE","","","2019405","CENTRAL","2200-2210 East 2nd Street Austin, Texas 78702","2200-2210 East 2nd Street","","Austin","Texas","78702","United States","30.2566471","-97.7202759","","TURNED_ON","1","1","Both"
"361","TRAFFIC","S CONGRESS AVE / RADAM LN","S CONGRESS AVE","RADAM LN","MASTER","354","5154107","3","","2026344","AUSTIN FULL PURPOSE","","","2026345","SOUTH","4151-4199 South Congress Avenue Austin, Texas ","4151-4199 South Congress Avenue","","Austin","Texas","","United States","30.2213669","-97.7648239","","TURNED_ON","1","1","Both"
"362","TRAFFIC","E 2ND ST / N PLEASANT VALLEY RD","E 2ND ST","N PLEASANT VALLEY RD","MASTER","355","5160864","3","","2019524","AUSTIN FULL PURPOSE","","","2019525","CENTRAL","205 North Pleasant Valley Road Austin, Texas 78702","205 North Pleasant Valley Road","","Austin","Texas","78702","United States","30.253912","-97.7123337","","TURNED_ON","1","1","Both"
"363","TRAFFIC","E CESAR CHAVEZ ST / COMAL ST","E CESAR CHAVEZ ST","COMAL ST","MASTER","356","5159056","3","","2019300","AUSTIN FULL PURPOSE","","","2019301","CENTRAL","1519 East Cesar Chavez Street Austin, Texas 78702","1519 East Cesar Chavez Street","","Austin","Texas","78702","United States","30.2585182","-97.7286682","","TURNED_ON","1","1","Both"
"364","TRAFFIC","E CESAR CHAVEZ ST / CHICON ST","E CESAR CHAVEZ ST","CHICON ST","MASTER","357","5159499","3","","2019379","AUSTIN FULL PURPOSE","","","2019380","CENTRAL","1900 East Cesar Chavez Street Austin, Texas 78702","1900 East Cesar Chavez Street","","Austin","Texas","78702","United States","30.2571316","-97.7246094","","TURNED_ON","1","1","Both"
"365","TRAFFIC","E CESAR CHAVEZ ST / ROBERT T MARTINEZ JR ST","E CESAR CHAVEZ ST","ROBERT T MARTINEZ JR ST","MASTER","358","5159945","3","","2019453","AUSTIN FULL PURPOSE","","","2019454","CENTRAL","101-199 Robert Martinez Junior Street Austin, Texas 78702","101-199 Robert Martinez Junior Street","","Austin","Texas","78702","United States","30.2557869","-97.7206802","","TURNED_ON","1","1","Both"
"366","TRAFFIC","E CESAR CHAVEZ ST / N PLEASANT VALLEY RD","E CESAR CHAVEZ ST","N PLEASANT VALLEY RD","MASTER","359","5160822","3","","2019567","AUSTIN FULL PURPOSE","","","2019568","CENTRAL","2800 East Cesar Chavez Street Austin, Texas 78702","2800 East Cesar Chavez Street","","Austin","Texas","78702","United States","30.2529888","-97.7127838","","TURNED_ON","1","1","Both"
"367","TRAFFIC","E 7TH ST / SPRINGDALE RD","E 7TH ST","SPRINGDALE RD","MASTER","360","5161943","3","","2019420","AUSTIN FULL PURPOSE","","","2019421","CENTRAL","3599 East 7th Street Austin, Texas 78702","3599 East 7th Street","","Austin","Texas","78702","United States","30.2560368","-97.7016754","","TURNED_ON","1","1","Both"
"368","TRAFFIC","E 7TH ST / SHADY LN","E 7TH ST","SHADY LN","MASTER","361","5162417","3","","2019538","AUSTIN FULL PURPOSE","","","2019539","CENTRAL","500-738 Shady Lane Austin, Texas 78702","500-738 Shady Lane","","Austin","Texas","78702","United States","30.2533531","-97.6975708","","TURNED_ON","1","1","Both"
"369","TRAFFIC","E CESAR CHAVEZ ST / WALLER ST","E CESAR CHAVEZ ST","WALLER ST","MASTER","362","5158561","3","","2019254","AUSTIN FULL PURPOSE","","","2019255","CENTRAL","99 Waller Street Austin, Texas 78702","99 Waller Street","","Austin","Texas","78702","United States","30.2598858","-97.732605","","TURNED_ON","1","1","Both"
"370","TRAFFIC","E 12TH ST / CHICON ST","E 12TH ST","CHICON ST","MASTER","363","5159977","1","","2018315","AUSTIN FULL PURPOSE","","","2018314","CENTRAL","1200-1206 Chicon Street Austin, Texas 78702","1200-1206 Chicon Street","","Austin","Texas","78702","United States","30.2737865","-97.7199097","","TURNED_ON","1","1","Both"
"371","TRAFFIC","E 12TH ST / COMAL ST","E 12TH ST","COMAL ST","MASTER","364","5159534","1","","2018352","AUSTIN FULL PURPOSE","","","2018351","CENTRAL","1201-1293 Comal Street Austin, Texas 78702","1201-1293 Comal Street","","Austin","Texas","78702","United States","30.2731647","-97.7238464","","TURNED_ON","1","1","Both"
"372","TRAFFIC","SPRINGDALE RD / E CESAR CHAVEZ ST","SPRINGDALE RD","E CESAR CHAVEZ ST","MASTER","365","5161670","3","","2019616","AUSTIN FULL PURPOSE","","","2019615","CENTRAL","3525-3611 East Cesar Chavez Street Austin, Texas 78702","3525-3611 East Cesar Chavez Street","","Austin","Texas","78702","United States","30.2519169","-97.7042694","","TURNED_ON","1","1","Both"
"373","TRAFFIC","BRODIE LN / CAPISTRANO TRL","BRODIE LN","CAPISTRANO TRL","MASTER","366","5145328","0","","2027894","AUSTIN 2 MILE ETJ","","","2027902","SOUTH","3501 Capistrano Trail Austin, Texas 78739","3501 Capistrano Trail","","Austin","Texas","78739","United States","30.1684589","-97.8601532","","TURNED_ON","0","0","None"
"374","TRAFFIC","FAR WEST BLVD / VILLAGE CENTER DR","FAR WEST BLVD","VILLAGE CENTER DR","MASTER","367","5154913","10","","2013837","AUSTIN FULL PURPOSE","","","2013163","NORTH","Village Center Drive Austin, Texas 78731","Village Center Drive","","Austin","Texas","78731","United States","30.3543491","-97.7550812","","TURNED_ON","0","0","Both"
"375","TRAFFIC","BRODIE LN / ACCOMAC DR","BRODIE LN","ACCOMAC DR","MASTER","368","5145360","0","","2027961","AUSTIN 2 MILE ETJ","","","2027962","SOUTH","3398 Accomac Drive Austin, Texas 78748","3398 Accomac Drive","","Austin","Texas","78748","United States","30.1615582","-97.8600769","","TURNED_ON","0","0","None"
